,Start of Path,End of Path,Number of Cars on Path
89501,NZ,15722,0.0
89502,NZ,19771,0.0
89503,NZ,13646,0.0
89504,NZ,19795,0.0
89505,NZ,20204,0.0
89506,NZ,21304,0.0
89507,NZ,12531,0.0
89508,NZ,18424,0.0
89509,NZ,14953,0.0
89510,NZ,2628,0.0
89511,NZ,15419,0.0
89512,NZ,15284,0.0
89513,NZ,12581,0.0
89514,NZ,19448,0.0
89515,NZ,19668,0.0
89516,NZ,14265,0.0
89517,NZ,13600,0.0
89518,NZ,13784,0.0
89519,NZ,8727,0.0
89520,NZ,21481,0.0
89521,NZ,19476,0.0
89522,NZ,9311,0.0
89523,NZ,20341,0.0
89524,NZ,15205,0.0
89525,NZ,16173,0.0
89526,NZ,13803,0.0
89527,NZ,9097,0.0
89528,NZ,21327,0.0
89529,NZ,18773,0.0
89530,NZ,18932,0.0
89531,NZ,15958,0.0
89532,NZ,13169,0.0
89533,NZ,20957,0.0
89534,NZ,14062,0.0
89535,NZ,19546,0.0
89536,NZ,13198,0.0
89537,NZ,14914,0.0
89538,NZ,12202,0.0
89539,NZ,20881,0.0
89540,NZ,17323,0.0
89541,NZ,14367,0.0
89542,NZ,14637,0.0
89543,NZ,14923,0.0
89544,NZ,15643,0.0
89545,NZ,15492,0.0
89546,NZ,14223,0.0
89547,NZ,13875,0.0
89548,NZ,12515,0.0
89549,NZ,20181,0.0
89550,NZ,9375,0.0
89551,NZ,15194,0.0
89552,NZ,5286,0.0
89553,NZ,13220,0.0
89554,NZ,13409,0.0
89555,NZ,15884,0.0
89556,NZ,13488,0.0
89557,NZ,16031,0.0
89558,NZ,18566,0.0
89559,NZ,15219,0.0
89560,NZ,9425,0.0
89561,NZ,14630,0.0
89562,NZ,19256,0.0
89563,NZ,19291,0.0
89564,NZ,18891,0.0
89565,NZ,19205,0.0
89566,NZ,9446,0.0
89567,NZ,16120,0.0
89568,NZ,9227,0.0
89569,NZ,15888,0.0
89570,NZ,16394,0.0
89571,NZ,9233,0.0
89572,NZ,15787,0.0
89573,NZ,19346,0.0
89574,NZ,14549,0.0
89575,NZ,15917,0.0
89576,NZ,13084,0.0
89577,NZ,19114,0.0
89578,NZ,15666,0.0
89579,NZ,19199,0.0
89580,NZ,11970,0.0
89581,NZ,19690,0.0
89582,NZ,15911,0.0
89583,NZ,19000,0.0
89584,NZ,16545,0.0
89585,NZ,14072,0.0
89586,NZ,14710,0.0
89587,NZ,12660,0.0
89588,NZ,15099,0.0
89589,NZ,16513,0.0
89590,NZ,14097,0.0
89591,NZ,13125,0.0
89592,NZ,18741,0.0
89593,NZ,13615,0.0
89594,NZ,19451,0.0
89595,NZ,16601,0.0
89596,NZ,14137,0.0
89597,NZ,19466,0.0
89598,NZ,13717,0.0
89599,NZ,15212,0.0
89600,NZ,16098,0.0
89601,NZ,19831,0.0
89602,NZ,20906,0.0
89603,NZ,19562,0.0
89604,NZ,19945,0.0
89605,NZ,19622,0.0
89606,NZ,13281,0.0
89607,NZ,20192,0.0
89608,NZ,21107,0.0
89609,NZ,12839,0.0
89610,NZ,21021,0.0
89611,NZ,13604,0.0
89612,NZ,9260,0.0
89613,NZ,20327,0.0
89614,NZ,13881,0.0
89615,NZ,14429,0.0
89616,NZ,12684,0.0
89617,NZ,21017,0.0
89618,NZ,15114,0.0
89619,NZ,15826,0.0
89620,NZ,19643,0.0
89621,NZ,19392,0.0
89622,NZ,16364,0.0
89623,NZ,12755,0.0
89624,NZ,15795,0.0
89625,NZ,16474,0.0
89626,NZ,18600,0.0
89627,NZ,8913,0.0
89628,NZ,15157,0.0
89629,NZ,19595,0.0
89630,NZ,18580,0.0
89631,NZ,13807,0.0
89632,NZ,20796,0.0
89633,NZ,15901,0.0
89634,NZ,12728,0.0
89635,NZ,19279,0.0
89636,NZ,12445,0.0
89637,NZ,18862,0.0
89638,NZ,15975,0.0
89639,NZ,12833,0.0
89640,NZ,15299,0.0
89641,NZ,16213,0.0
89642,NZ,19310,0.0
89643,NZ,4266,0.0
89644,NZ,19369,0.0
89645,NZ,12589,0.0
89646,NZ,16135,0.0
89647,NZ,12087,0.0
89648,NZ,9399,0.0
89649,NZ,15103,0.0
89650,NZ,8718,0.0
89651,NZ,16255,0.0
89652,NZ,19865,0.0
89653,NZ,13554,0.0
89654,NZ,19957,0.0
89655,NZ,13767,0.0
89656,NZ,20879,0.0
89657,NZ,8632,0.0
89658,NZ,12150,0.0
89659,NZ,14150,0.0
89660,NZ,14580,0.0
89661,NZ,19218,0.0
89662,NZ,15681,0.0
89663,NZ,20802,0.0
89664,NZ,12317,0.0
89665,NZ,14473,0.0
89666,NZ,13817,0.0
89667,NZ,14736,0.0
89668,NZ,15342,0.0
89669,NZ,16150,0.0
89670,NZ,9309,0.0
89671,NZ,21045,0.0
89672,NZ,14385,0.0
89673,NZ,12403,0.0
89674,NZ,15851,0.0
89675,NZ,20911,0.0
89676,NZ,14433,0.0
89677,NZ,19275,0.0
89678,NZ,13195,0.0
89679,NZ,12095,0.0
89680,NZ,19263,0.0
89681,NZ,20188,0.0
89682,NZ,21497,0.0
89683,NZ,19829,0.0
89684,NZ,15125,0.0
89685,NZ,15847,0.0
89686,NZ,14830,0.0
89687,NZ,12157,0.0
89688,NZ,19614,0.0
89689,NZ,8717,0.0
89690,NZ,15200,0.0
89691,NZ,14075,0.0
89692,NZ,16018,0.0
89693,NZ,20712,0.0
89694,NZ,14373,0.0
89695,NZ,18946,0.0
89696,NZ,15625,0.0
89697,NZ,14491,0.0
89698,NZ,12583,0.0
89699,NZ,14723,0.0
89700,NZ,20346,0.0
89701,NZ,15764,0.0
89702,NZ,15876,0.0
89703,NZ,13526,0.0
89704,NZ,9322,0.0
89705,NZ,15307,0.0
89706,NZ,19317,0.0
89707,NZ,19401,0.0
89708,NZ,15883,0.0
89709,NZ,20059,0.0
89710,NZ,15743,0.0
89711,NZ,9179,0.0
89712,NZ,14681,0.0
89713,NZ,20480,0.0
89714,NZ,13675,0.0
89715,NZ,13583,0.0
89716,NZ,18366,0.0
89717,NZ,11998,0.0
89718,NZ,15104,0.0
89719,NZ,12508,0.0
89720,NZ,8647,0.0
89721,NZ,12195,0.0
89722,NZ,15081,0.0
89723,NZ,14509,0.0
89724,NZ,8778,0.0
89725,NZ,18999,0.0
89726,NZ,19446,0.0
89727,NZ,16476,0.0
89728,NZ,15002,0.0
89729,NZ,9310,0.0
89730,NZ,13862,0.0
89731,NZ,12651,0.0
89732,NZ,12775,0.0
89733,NZ,19272,0.0
89734,NZ,14668,0.0
89735,NZ,15828,0.0
89736,NZ,16147,0.0
89737,NZ,15116,0.0
89738,NZ,12261,0.0
89739,NZ,16024,0.0
89740,NZ,18820,0.0
89741,NZ,20426,0.0
89742,NZ,12337,0.0
89743,NZ,14454,0.0
89744,NZ,20049,0.0
89745,NZ,20587,0.0
89746,NZ,19920,0.0
89747,NZ,20964,0.0
89748,NZ,15915,0.0
89749,NZ,13759,0.0
89750,NZ,20880,0.0
89751,NZ,19147,0.0
89752,NZ,15304,0.0
89753,NZ,15174,0.0
89754,NZ,14850,0.0
89755,NZ,16410,0.0
89756,NZ,16697,0.0
89757,NZ,20144,0.0
89758,NZ,19076,0.0
89759,NZ,21469,0.0
89760,NZ,11859,0.0
89761,NZ,1112,0.0
89762,NZ,19494,0.0
89763,NZ,20648,0.0
89764,NZ,20118,0.0
89765,NZ,14259,0.0
89766,NZ,20614,0.0
89767,NZ,12876,0.0
89768,NZ,470,0.0
89769,NZ,13806,0.0
89770,NZ,14794,0.0
89771,NZ,21287,0.0
89772,NZ,12555,0.0
89773,NZ,19161,0.0
89774,NZ,15470,0.0
89775,NZ,13428,0.0
89776,NZ,14671,0.0
89777,NZ,15128,0.0
89778,NZ,12441,0.0
89779,NZ,19951,0.0
89780,NZ,16296,0.0
89781,NZ,11890,0.0
89782,NZ,12166,0.0
89783,NZ,17114,0.0
89784,NZ,7936,0.0
89785,NZ,19551,0.0
89786,NZ,15631,0.0
89787,NZ,19004,0.0
89788,NZ,21641,0.0
89789,NZ,14917,0.0
89790,NZ,20705,0.0
89791,NZ,20960,0.0
89792,NZ,18182,0.0
89793,NZ,19415,0.0
89794,NZ,19973,0.0
89795,NZ,15996,0.0
89796,NZ,16544,0.0
89797,NZ,14255,0.0
89798,NZ,18441,0.0
89799,NZ,20885,0.0
89800,NZ,4203,0.0
89801,NZ,12559,0.0
89802,NZ,18882,0.0
89803,NZ,13335,0.0
89804,NZ,16225,0.0
89805,NZ,14007,0.0
89806,NZ,14945,0.0
89807,NZ,20138,0.0
89808,NZ,9410,0.0
89809,NZ,20863,0.0
89810,NZ,19424,0.0
89811,NZ,14951,0.0
89812,NZ,20592,0.0
89813,NZ,20736,0.0
89814,NZ,20371,0.0
89815,NZ,18070,0.0
89816,NZ,12745,0.0
89817,NZ,19191,0.0
89818,NZ,15178,0.0
89819,NZ,9359,0.0
89820,NZ,16977,0.0
89821,NZ,18525,0.0
89822,NZ,19608,0.0
89823,NZ,20301,0.0
89824,NZ,8967,0.0
89825,NZ,17227,0.0
89826,NZ,8699,0.0
89827,NZ,15355,0.0
89828,NZ,17653,0.0
89829,NZ,16838,0.0
89830,NZ,19625,0.0
89831,NZ,21070,0.0
89832,NZ,12119,0.0
89833,NZ,12045,0.0
89834,NZ,13733,0.0
89835,NZ,18545,0.0
89836,NZ,18897,0.0
89837,NZ,14477,0.0
89838,NZ,14741,0.0
89839,NZ,15484,0.0
89840,NZ,21110,0.0
89841,NZ,16184,0.0
89842,NZ,20816,0.0
89843,NZ,21265,0.0
89844,NZ,20122,0.0
89845,NZ,9165,0.0
89846,NZ,21094,0.0
89847,NZ,14119,0.0
89848,NZ,14725,0.0
89849,NZ,16153,0.0
89850,NZ,8803,0.0
89851,NZ,17858,0.0
89852,NZ,21642,0.0
89853,NZ,12260,0.0
89854,NZ,16185,0.0
89855,NZ,9413,0.0
89856,NZ,15602,0.0
89857,NZ,19422,0.0
89858,NZ,18919,0.0
89859,NZ,15488,0.0
89860,NZ,12289,0.0
89861,NZ,15368,0.0
89862,NZ,12114,0.0
89863,NZ,1796,0.0
89864,NZ,21716,0.0
89865,NZ,14680,0.0
89866,NZ,14571,0.0
89867,NZ,19556,0.0
89868,NZ,20406,0.0
89869,NZ,19905,0.0
89870,NZ,20575,0.0
89871,NZ,18970,0.0
89872,NZ,12509,0.0
89873,NZ,9188,0.0
89874,NZ,12334,0.0
89875,NZ,20854,0.0
89876,NZ,8728,0.0
89877,NZ,18416,0.0
89878,NZ,20085,0.0
89879,NZ,12343,0.0
89880,NZ,13247,0.0
89881,NZ,21596,0.0
89882,NZ,13074,0.0
89883,NZ,19312,0.0
89884,NZ,19937,0.0
89885,NZ,14221,0.0
89886,NZ,14524,0.0
89887,NZ,14784,0.0
89888,NZ,20677,0.0
89889,NZ,15981,0.0
89890,NZ,9182,0.0
89891,NZ,19565,0.0
89892,NZ,14796,0.0
89893,NZ,20584,0.0
89894,NZ,16502,0.0
89895,NZ,13424,0.0
89896,NZ,8514,0.0
89897,NZ,16489,0.0
89898,NZ,14130,0.0
89899,NZ,13229,0.0
89900,NZ,13377,0.0
89901,NZ,13088,0.0
89902,NZ,12874,0.0
89903,NZ,14053,0.0
89904,NZ,13801,0.0
89905,NZ,19531,0.0
89906,NZ,14294,0.0
89907,NZ,13207,0.0
89908,NZ,8756,0.0
89909,NZ,13273,0.0
89910,NZ,16360,0.0
89911,NZ,11863,0.0
89912,NZ,13302,0.0
89913,NZ,9318,0.0
89914,NZ,12704,0.0
89915,NZ,18642,0.0
89916,NZ,8661,0.0
89917,NZ,19481,0.0
89918,NZ,19074,0.0
89919,NZ,14064,0.0
89920,NZ,15902,0.0
89921,NZ,12370,0.0
89922,NZ,15425,0.0
89923,NZ,13889,0.0
89924,NZ,14493,0.0
89925,NZ,15306,0.0
89926,NZ,16079,0.0
89927,NZ,14555,0.0
89928,NZ,21034,0.0
89929,NZ,14173,0.0
89930,NZ,15207,0.0
89931,NZ,13768,0.0
89932,NZ,14125,0.0
89933,NZ,14609,0.0
89934,NZ,19460,0.0
89935,NZ,19111,0.0
89936,NZ,19922,0.0
89937,NZ,13617,0.0
89938,NZ,9392,0.0
89939,NZ,15910,0.0
89940,NZ,14548,0.0
89941,NZ,18974,0.0
89942,NZ,20290,0.0
89943,NZ,12803,0.0
89944,NZ,15018,0.0
89945,NZ,21272,0.0
89946,NZ,12353,0.0
89947,NZ,12273,0.0
89948,NZ,9220,0.0
89949,NZ,19229,0.0
89950,NZ,14797,0.0
89951,NZ,13612,0.0
89952,NZ,16987,0.0
89953,NZ,12821,0.0
89954,NZ,14719,0.0
89955,NZ,9132,0.0
89956,NZ,14204,0.0
89957,NZ,9270,0.0
89958,NZ,14556,0.0
89959,NZ,14858,0.0
89960,NZ,15137,0.0
89961,NZ,18860,0.0
89962,NZ,13296,0.0
89963,NZ,19984,0.0
89964,NZ,13482,0.0
89965,NZ,14133,0.0
89966,NZ,19141,0.0
89967,NZ,15802,0.0
89968,NZ,13530,0.0
89969,NZ,18888,0.0
89970,NZ,13254,0.0
89971,NZ,8590,0.0
89972,NZ,19373,0.0
89973,NZ,12499,0.0
89974,NZ,14055,0.0
89975,NZ,19222,0.0
89976,NZ,12523,0.0
89977,NZ,20917,0.0
89978,NZ,8552,0.0
89979,NZ,14080,0.0
89980,NZ,18370,0.0
89981,NZ,14959,0.0
89982,NZ,16290,0.0
89983,NZ,21077,0.0
89984,NZ,12145,0.0
89985,NZ,12669,0.0
89986,NZ,20234,0.0
89987,NZ,14856,0.0
89988,NZ,19881,0.0
89989,NZ,13910,0.0
89990,NZ,9415,0.0
89991,NZ,12250,0.0
89992,NZ,16101,0.0
89993,NZ,13584,0.0
89994,NZ,14814,0.0
89995,NZ,19480,0.0
89996,NZ,20479,0.0
89997,NZ,19490,0.0
89998,NZ,14181,0.0
89999,NZ,14247,0.0
90000,NZ,15225,0.0
90001,NZ,18871,0.0
90002,NZ,16134,0.0
90003,NZ,19502,0.0
90004,NZ,15552,0.0
90005,NZ,14455,0.0
90006,NZ,20877,0.0
90007,NZ,4580,0.0
90008,NZ,16164,0.0
90009,NZ,13564,0.0
90010,NZ,20786,0.0
90011,NZ,8733,0.0
90012,NZ,12243,0.0
90013,NZ,15237,0.0
90014,NZ,21720,0.0
90015,NZ,16778,0.0
90016,NZ,13503,0.0
90017,NZ,19097,0.0
90018,NZ,15859,0.0
90019,NZ,9350,0.0
90020,NZ,20769,0.0
90021,NZ,20601,0.0
90022,NZ,8652,0.0
90023,NZ,19361,0.0
90024,NZ,16180,0.0
90025,NZ,15335,0.0
90026,NZ,20349,0.0
90027,NZ,15173,0.0
90028,NZ,13913,0.0
90029,NZ,14922,0.0
90030,NZ,19149,0.0
90031,NZ,15596,0.0
90032,NZ,14489,0.0
90033,NZ,13917,0.0
90034,NZ,21112,0.0
90035,NZ,14242,0.0
90036,NZ,15076,0.0
90037,NZ,14899,0.0
90038,NZ,13940,0.0
90039,NZ,12414,0.0
90040,NZ,20435,0.0
90041,NZ,14002,0.0
90042,NZ,13438,0.0
90043,NZ,20328,0.0
90044,NZ,13820,0.0
90045,NZ,9137,0.0
90046,NZ,8849,0.0
90047,NZ,9356,0.0
90048,NZ,14025,0.0
90049,NZ,15815,0.0
90050,NZ,8566,0.0
90051,NZ,16794,0.0
90052,NZ,18579,0.0
90053,NZ,14507,0.0
90054,NZ,15292,0.0
90055,NZ,18892,0.0
90056,NZ,20228,0.0
90057,NZ,14535,0.0
90058,NZ,16644,0.0
90059,NZ,20054,0.0
90060,NZ,15650,0.0
90061,NZ,14048,0.0
90062,NZ,12193,0.0
90063,NZ,19498,0.0
90064,NZ,18886,0.0
90065,NZ,15694,0.0
90066,NZ,19934,0.0
90067,NZ,13943,0.0
90068,NZ,9245,0.0
90069,NZ,21145,0.0
90070,NZ,12813,0.0
90071,NZ,16023,0.0
90072,NZ,20937,0.0
90073,NZ,12020,0.0
90074,NZ,14523,0.0
90075,NZ,18908,0.0
90076,NZ,13490,0.0
90077,NZ,19938,0.0
90078,NZ,16004,0.0
90079,NZ,14846,0.0
90080,NZ,19522,0.0
90081,NZ,19157,0.0
90082,NZ,14762,0.0
90083,NZ,13124,0.0
90084,NZ,14616,0.0
90085,NZ,21035,0.0
90086,NZ,15924,0.0
90087,NZ,12210,0.0
90088,NZ,8579,0.0
90089,NZ,19950,0.0
90090,NZ,18480,0.0
90091,NZ,16322,0.0
90092,NZ,19455,0.0
90093,NZ,16355,0.0
90094,NZ,14857,0.0
90095,NZ,13563,0.0
90096,NZ,19596,0.0
90097,NZ,16742,0.0
90098,NZ,12701,0.0
90099,NZ,16337,0.0
90100,NZ,21620,0.0
90101,NZ,12420,0.0
90102,NZ,12579,0.0
90103,NZ,20075,0.0
90104,NZ,13942,0.0
90105,NZ,19442,0.0
90106,NZ,13702,0.0
90107,NZ,20177,0.0
90108,NZ,16497,0.0
90109,NZ,17641,0.0
90110,NZ,8797,0.0
90111,NZ,15298,0.0
90112,NZ,18570,0.0
90113,NZ,18847,0.0
90114,NZ,14084,0.0
90115,NZ,8600,0.0
90116,NZ,20309,0.0
90117,NZ,15947,0.0
90118,NZ,15082,0.0
90119,NZ,19453,0.0
90120,NZ,14326,0.0
90121,NZ,12244,0.0
90122,NZ,15309,0.0
90123,NZ,15629,0.0
90124,NZ,18319,0.0
90125,NZ,11868,0.0
90126,NZ,14844,0.0
90127,NZ,13504,0.0
90128,NZ,18955,0.0
90129,NZ,15139,0.0
90130,NZ,8503,0.0
90131,NZ,20190,0.0
90132,NZ,12712,0.0
90133,NZ,20459,0.0
90134,NZ,19790,0.0
90135,NZ,20941,0.0
90136,NZ,14536,0.0
90137,NZ,12513,0.0
90138,NZ,12820,0.0
90139,NZ,12163,0.0
90140,NZ,16068,0.0
90141,NZ,20861,0.0
90142,NZ,15481,0.0
90143,NZ,18850,0.0
90144,NZ,13336,0.0
90145,NZ,9087,0.0
90146,NZ,19014,0.0
90147,NZ,14098,0.0
90148,NZ,16514,0.0
90149,NZ,20418,0.0
90150,NZ,12151,0.0
90151,NZ,13638,0.0
90152,NZ,12238,0.0
90153,NZ,12304,0.0
90154,NZ,11906,0.0
90155,NZ,15558,0.0
90156,NZ,15879,0.0
90157,NZ,19632,0.0
90158,NZ,15423,0.0
90159,NZ,14577,0.0
90160,NZ,15661,0.0
90161,NZ,16367,0.0
90162,NZ,12710,0.0
90163,NZ,19955,0.0
90164,NZ,18836,0.0
90165,NZ,20577,0.0
90166,NZ,14496,0.0
90167,NZ,19368,0.0
90168,NZ,15801,0.0
90169,NZ,18745,0.0
90170,NZ,14147,0.0
90171,NZ,12919,0.0
90172,NZ,16133,0.0
90173,NZ,21503,0.0
90174,NZ,8577,0.0
90175,NZ,16298,0.0
90176,NZ,14085,0.0
90177,NZ,20477,0.0
90178,NZ,19567,0.0
90179,NZ,9232,0.0
90180,NZ,15657,0.0
90181,NZ,15529,0.0
90182,NZ,21096,0.0
90183,NZ,20805,0.0
90184,NZ,19753,0.0
90185,NZ,20240,0.0
90186,NZ,20583,0.0
90187,NZ,18865,0.0
90188,NZ,8783,0.0
90189,NZ,20068,0.0
90190,NZ,15662,0.0
90191,NZ,13154,0.0
90192,NZ,12049,0.0
90193,NZ,21478,0.0
90194,NZ,15616,0.0
90195,NZ,17937,0.0
90196,NZ,16017,0.0
90197,NZ,13163,0.0
90198,NZ,13378,0.0
90199,NZ,14669,0.0
90200,NZ,14388,0.0
90201,NZ,13905,0.0
90202,NZ,19684,0.0
90203,NZ,20014,0.0
90204,NZ,14539,0.0
90205,NZ,20791,0.0
90206,NZ,19874,0.0
90207,NZ,12351,0.0
90208,NZ,13477,0.0
90209,NZ,14840,0.0
90210,NZ,8667,0.0
90211,NZ,18623,0.0
90212,NZ,19364,0.0
90213,NZ,15919,0.0
90214,NZ,12132,0.0
90215,NZ,13872,0.0
90216,NZ,20417,0.0
90217,NZ,12115,0.0
90218,NZ,19003,0.0
90219,NZ,19425,0.0
90220,NZ,19834,0.0
90221,NZ,13267,0.0
90222,NZ,18966,0.0
90223,NZ,15698,0.0
90224,NZ,13455,0.0
90225,NZ,15510,0.0
90226,NZ,20488,0.0
90227,NZ,12097,0.0
90228,NZ,15326,0.0
90229,NZ,17754,0.0
90230,NZ,8516,0.0
90231,NZ,13222,0.0
90232,NZ,20225,0.0
90233,NZ,16378,0.0
90234,NZ,15830,0.0
90235,NZ,16992,0.0
90236,NZ,19182,0.0
90237,NZ,13793,0.0
90238,NZ,21623,0.0
90239,NZ,19812,0.0
90240,NZ,15544,0.0
90241,NZ,12747,0.0
90242,NZ,18787,0.0
90243,NZ,13884,0.0
90244,NZ,16772,0.0
90245,NZ,13516,0.0
90246,NZ,16526,0.0
90247,NZ,17278,0.0
90248,NZ,8780,0.0
90249,NZ,14966,0.0
90250,NZ,17268,0.0
90251,NZ,8729,0.0
90252,NZ,14108,0.0
90253,NZ,19262,0.0
90254,NZ,21018,0.0
90255,NZ,16141,0.0
90256,NZ,21282,0.0
90257,NZ,11978,0.0
90258,NZ,21012,0.0
90259,NZ,12845,0.0
90260,NZ,12253,0.0
90261,NZ,20610,0.0
90262,NZ,19916,0.0
90263,NZ,12421,0.0
90264,NZ,15519,0.0
90265,NZ,15366,0.0
90266,NZ,16015,0.0
90267,NZ,15131,0.0
90268,NZ,14134,0.0
90269,NZ,19435,0.0
90270,NZ,13642,0.0
90271,NZ,12112,0.0
90272,NZ,14139,0.0
90273,NZ,13679,0.0
90274,NZ,17283,0.0
90275,NZ,15086,0.0
90276,NZ,7912,0.0
90277,NZ,13993,0.0
90278,NZ,14908,0.0
90279,NZ,12010,0.0
90280,NZ,14579,0.0
90281,NZ,20056,0.0
90282,NZ,12930,0.0
90283,NZ,16635,0.0
90284,NZ,11871,0.0
90285,NZ,15263,0.0
90286,NZ,19449,0.0
90287,NZ,15267,0.0
90288,NZ,14193,0.0
90289,NZ,14475,0.0
90290,NZ,18436,0.0
90291,NZ,21631,0.0
90292,NZ,13322,0.0
90293,NZ,18898,0.0
90294,NZ,9288,0.0
90295,NZ,13328,0.0
90296,NZ,19347,0.0
90297,NZ,13706,0.0
90298,NZ,18729,0.0
90299,NZ,19615,0.0
90300,NZ,15832,0.0
90301,NZ,19450,0.0
90302,NZ,15584,0.0
90303,NZ,20598,0.0
90304,NZ,13790,0.0
90305,NZ,15350,0.0
90306,NZ,14318,0.0
90307,NZ,21079,0.0
90308,NZ,14924,0.0
90309,NZ,15977,0.0
90310,NZ,21056,0.0
90311,NZ,16530,0.0
90312,NZ,21052,0.0
90313,NZ,12054,0.0
90314,NZ,20142,0.0
90315,NZ,14812,0.0
90316,NZ,14417,0.0
90317,NZ,8602,0.0
90318,NZ,16178,0.0
90319,NZ,12118,0.0
90320,NZ,13986,0.0
90321,NZ,18126,0.0
90322,NZ,20032,0.0
90323,NZ,14342,0.0
90324,NZ,20244,0.0
90325,NZ,18813,0.0
90326,NZ,14129,0.0
90327,NZ,16110,0.0
90328,NZ,15214,0.0
90329,NZ,8749,0.0
90330,NZ,18931,0.0
90331,NZ,12246,0.0
90332,NZ,15892,0.0
90333,NZ,14827,0.0
90334,NZ,20232,0.0
90335,NZ,12375,0.0
90336,NZ,8526,0.0
90337,NZ,14863,0.0
90338,NZ,20905,0.0
90339,NZ,16092,0.0
90340,NZ,13985,0.0
90341,NZ,13682,0.0
90342,NZ,15259,0.0
90343,NZ,13740,0.0
90344,NZ,21647,0.0
90345,NZ,14165,0.0
90346,NZ,14023,0.0
90347,NZ,8929,0.0
90348,NZ,12091,0.0
90349,NZ,16524,0.0
90350,NZ,17320,0.0
90351,NZ,20084,0.0
90352,NZ,13654,0.0
90353,NZ,12026,0.0
90354,NZ,14661,0.0
90355,NZ,16064,0.0
90356,NZ,16254,0.0
90357,NZ,8513,0.0
90358,NZ,9104,0.0
90359,NZ,11905,0.0
90360,NZ,13941,0.0
90361,NZ,14604,0.0
90362,NZ,15325,0.0
90363,NZ,13888,0.0
90364,NZ,15438,0.0
90365,NZ,13898,0.0
90366,NZ,15487,0.0
90367,NZ,12708,0.0
90368,NZ,14816,0.0
90369,NZ,16774,0.0
90370,NZ,20570,0.0
90371,NZ,8580,0.0
90372,NZ,15323,0.0
90373,NZ,19532,0.0
90374,NZ,20318,0.0
90375,NZ,12574,0.0
90376,NZ,20606,0.0
90377,NZ,12814,0.0
90378,NZ,15229,0.0
90379,NZ,9173,0.0
90380,NZ,21629,0.0
90381,NZ,20478,0.0
90382,NZ,19357,0.0
90383,NZ,19293,0.0
90384,NZ,14209,0.0
90385,NZ,13880,0.0
90386,NZ,20147,0.0
90387,NZ,18867,0.0
90388,NZ,13745,0.0
90389,NZ,19721,0.0
90390,NZ,12124,0.0
90391,NZ,12306,0.0
90392,NZ,14416,0.0
90393,NZ,15072,0.0
90394,NZ,16129,0.0
90395,NZ,20936,0.0
90396,NZ,8344,0.0
90397,NZ,18376,0.0
90398,NZ,20842,0.0
90399,NZ,16223,0.0
90400,NZ,8313,0.0
90401,NZ,15668,0.0
90402,NZ,17961,0.0
90403,NZ,19273,0.0
90404,NZ,20928,0.0
90405,NZ,12722,0.0
90406,NZ,13816,0.0
90407,NZ,14192,0.0
90408,NZ,15998,0.0
90409,NZ,13310,0.0
90410,NZ,12596,0.0
90411,NZ,14447,0.0
90412,NZ,9299,0.0
90413,NZ,19322,0.0
90414,NZ,18538,0.0
90415,NZ,9465,0.0
90416,NZ,13404,0.0
90417,NZ,12565,0.0
90418,NZ,14303,0.0
90419,NZ,20422,0.0
90420,NZ,15649,0.0
90421,NZ,12254,0.0
90422,NZ,20567,0.0
90423,NZ,14748,0.0
90424,NZ,13416,0.0
90425,NZ,13456,0.0
90426,NZ,9064,0.0
90427,NZ,14624,0.0
90428,NZ,19408,0.0
90429,NZ,12089,0.0
90430,NZ,15345,0.0
90431,NZ,19427,0.0
90432,NZ,13533,0.0
90433,NZ,20922,0.0
90434,NZ,12434,0.0
90435,NZ,16573,0.0
90436,NZ,14927,0.0
90437,NZ,21026,0.0
90438,NZ,15604,0.0
90439,NZ,9138,0.0
90440,NZ,18760,0.0
90441,NZ,14226,0.0
90442,NZ,14528,0.0
90443,NZ,12058,0.0
90444,NZ,13558,0.0
90445,NZ,19594,0.0
90446,NZ,18447,0.0
90447,NZ,13883,0.0
90448,NZ,2243,0.0
90449,NZ,14949,0.0
90450,NZ,19390,0.0
90451,NZ,19901,0.0
90452,NZ,16189,0.0
90453,NZ,17209,0.0
90454,NZ,18903,0.0
90455,NZ,19219,0.0
90456,NZ,14754,0.0
90457,NZ,13447,0.0
90458,NZ,13832,0.0
90459,NZ,15972,0.0
90460,NZ,14009,0.0
90461,NZ,9119,0.0
90462,NZ,20126,0.0
90463,NZ,20050,0.0
90464,NZ,19707,0.0
90465,NZ,18640,0.0
90466,NZ,16032,0.0
90467,NZ,13510,0.0
90468,NZ,12262,0.0
90469,NZ,20246,0.0
90470,NZ,14279,0.0
90471,NZ,15491,0.0
90472,NZ,19648,0.0
90473,NZ,19645,0.0
90474,NZ,18835,0.0
90475,NZ,15791,0.0
90476,NZ,13278,0.0
90477,NZ,13666,0.0
90478,NZ,19249,0.0
90479,NZ,8528,0.0
90480,NZ,8628,0.0
90481,NZ,19584,0.0
90482,NZ,19717,0.0
90483,NZ,20302,0.0
90484,NZ,16162,0.0
90485,NZ,14495,0.0
90486,NZ,15230,0.0
90487,NZ,19587,0.0
90488,NZ,16218,0.0
90489,NZ,12293,0.0
90490,NZ,13433,0.0
90491,NZ,8538,0.0
90492,NZ,20124,0.0
90493,NZ,19939,0.0
90494,NZ,15001,0.0
90495,NZ,14063,0.0
90496,NZ,20374,0.0
90497,NZ,4891,0.0
90498,NZ,16236,0.0
